id,name,rarity,keywords,set_name,set_type
215869,Mishra's War Machine,rare,[],Fourth Edition,core
215870,Deepglow Skate,rare,[],Commander 2016,commander
215871,Elemental,common,[],Ultimate Masters Tokens,token
215872,Midnight Clock,rare,[],Throne of Eldraine,expansion
215873,Midnight Clock [Foil],rare,[],Throne of Eldraine,expansion
215874,Desert of the Fervent,common,[],Commander 2020,commander
215875,Elspeth's Devotee,rare,[],Theros Beyond Death,expansion
215876,Goblin Warrior,common,[],Modern Masters 2017 Tokens,token
215877,Makindi Griffin,common,[],Rise of the Eldrazi,expansion
215878,Makindi Griffin [Foil],common,[],Rise of the Eldrazi,expansion
215879,Tranquil Cove,common,[],Khans of Tarkir,expansion
215880,Tranquil Cove [Foil],common,[],Khans of Tarkir,expansion
215881,Guardian Angel,common,[],Limited Edition Alpha,core
215882,Angel of Renewal,uncommon,[],Battle for Zendikar,expansion
215883,Angel of Renewal [Foil],uncommon,[],Battle for Zendikar,expansion
215884,Pack's Favor,common,[],Guilds of Ravnica,expansion
215885,Pack's Favor [Foil],common,[],Guilds of Ravnica,expansion
215886,Crop Rotation [Promo] [Foil],rare,[],Media Inserts,promo
215887,Mistvault Bridge // Mistvault Bridge,common,[],Modern Horizons 2 Art Series,memorabilia
215888,Mistvault Bridge // Mistvault Bridge [Foil],common,[],Modern Horizons 2 Art Series,memorabilia
215889,Corpsehatch,uncommon,[],Duel Decks: Zendikar vs. Eldrazi,duel_deck
215890,Lost Order of Jarkeld,rare,[],Ice Age,expansion
215891,As Foretold,mythic,[],Amonkhet,expansion
215892,As Foretold [Foil],mythic,[],Amonkhet,expansion
215893,Quicksmith Spy,rare,[],Aether Revolt,expansion
215894,Quicksmith Spy [Foil],rare,[],Aether Revolt,expansion
215895,Pyromancer's Goggles,mythic,[],Commander 2021,commander
215896,"Kydele, Chosen of Kruphix [Foil]",mythic,[],Commander 2016,commander
215897,Tormod's Crypt,uncommon,[],The Dark,expansion
215898,Growth-Chamber Guardian,rare,[],Ravnica Allegiance,expansion
215899,Growth-Chamber Guardian [Foil],rare,[],Ravnica Allegiance,expansion
215900,Flight,common,[],Classic Sixth Edition,core
215901,Sunforger,rare,[],Commander 2016,commander
215902,Oread of Mountain's Blaze,common,[],Theros Beyond Death,expansion
215903,Oread of Mountain's Blaze [Foil],common,[],Theros Beyond Death,expansion
215904,Pyromancer Ascension,rare,[],Modern Masters 2017,masters
215905,Pyromancer Ascension [Foil],rare,[],Modern Masters 2017,masters
215906,Remorseless Punishment [Promo] [Foil],rare,[],Oath of the Gatewatch Promos,promo
215907,Flight Spellbomb,common,[],Scars of Mirrodin,expansion
215908,Flight Spellbomb [Foil],common,[],Scars of Mirrodin,expansion
215909,Goblin Mime [Promo],rare,[],Arena League 2004,promo
215910,Giantbaiting,common,[],Shadowmoor,expansion
215911,Giantbaiting [Foil],common,[],Shadowmoor,expansion
215912,Dack Fayden,mythic,[],Secret Lair Drop,box
215913,Neurok Hoversail,common,[],Mirrodin,expansion
215914,Neurok Hoversail [Foil],common,[],Mirrodin,expansion
215915,Savage Surge,uncommon,[],Return to Ravnica,expansion
215916,Savage Surge [Foil],uncommon,[],Return to Ravnica,expansion
215917,Retether,rare,[],Planar Chaos,expansion
215918,Retether [Foil],rare,[],Planar Chaos,expansion
215919,Sphinx of Enlightenment [Foil],mythic,[],Game Night 2019,box
215920,Village Rites,common,[],Kaldheim,expansion
215921,Village Rites [Foil],common,[],Kaldheim,expansion
215922,Nature's Claim,special,[],Time Spiral Remastered,masters
215923,Nature's Claim [Foil],special,[],Time Spiral Remastered,masters
215924,Elvish Archers,rare,[],Unlimited Edition,core
215925,Eradicate,uncommon,[],Urza's Destiny,expansion
215926,Eradicate [Foil],uncommon,[],Urza's Destiny,expansion
215927,Scurry Oak,uncommon,[],Modern Horizons 2,draft_innovation
215928,Scurry Oak [Foil],uncommon,[],Modern Horizons 2,draft_innovation
215929,Skyshroud Poacher,rare,[],Nemesis,expansion
215930,Skyshroud Poacher [Foil],rare,[],Nemesis,expansion
215931,Myr Landshaper,common,[],Darksteel,expansion
215932,Myr Landshaper [Foil],common,[],Darksteel,expansion
215933,Gravedigger,uncommon,[],Core Set 2020,core
215934,Gravedigger [Foil],uncommon,[],Core Set 2020,core
215935,"Ikra Shidiqi, the Usurper [Foil]",mythic,[],Commander Legends,draft_innovation
215936,Soul of the Harvest,rare,[],Commander 2014,commander
215937,Merfolk Looter,common,[],Exodus,expansion
215938,Titania's Song,rare,[],Fourth Edition Foreign Black Border,core
215939,Fetid Heath,rare,[],Eventide,expansion
215940,Fetid Heath [Foil],rare,[],Eventide,expansion
215941,Bathe in Light,uncommon,[],Commander 2011,commander
215942,Balduvian Horde,rare,[],Classic Sixth Edition,core
215943,Vitalizing Wind,rare,[],Prophecy,expansion
215944,Vitalizing Wind [Foil],rare,[],Prophecy,expansion
215945,Sarah's Wings,rare,[],Mystery Booster Playtest Cards 2021,funny
215946,Shadowbane,uncommon,[],Mirage,expansion
215947,Green Scarab,uncommon,[],Ice Age,expansion
215948,Coralhelm Guide,common,[],Masters 25,masters
215949,Coralhelm Guide [Foil],common,[],Masters 25,masters
215950,Urza's Tower,uncommon,[],Chronicles,masters
215951,Brightmare,uncommon,[],Jumpstart,draft_innovation
215952,Weathered Runestone,uncommon,[],Kaldheim,expansion
215953,Weathered Runestone [Foil],uncommon,[],Kaldheim,expansion
215954,Hound of the Farbogs,common,[],Shadows over Innistrad,expansion
215955,Hound of the Farbogs [Foil],common,[],Shadows over Innistrad,expansion
215956,Animate Dead,uncommon,[],Unlimited Edition,core
215957,Shivan Raptor,uncommon,[],Urza's Saga,expansion
215958,Spirit Link [Foil],uncommon,[],Tenth Edition,core
215959,Judge's Familiar,uncommon,[],Return to Ravnica,expansion
215960,Judge's Familiar [Foil],uncommon,[],Return to Ravnica,expansion
215961,Air Elemental,uncommon,[],Ixalan,expansion
215962,Air Elemental [Foil],uncommon,[],Ixalan,expansion
215963,Soul Summons,common,[],Mystery Booster,masters
215964,Rakdos Charm,uncommon,[],Return to Ravnica,expansion
215965,Rakdos Charm [Foil],uncommon,[],Return to Ravnica,expansion
215966,Dire Fleet Hoarder,common,[],Ixalan,expansion
215967,Dire Fleet Hoarder [Foil],common,[],Ixalan,expansion
215968,Fervent Cathar,common,[],Avacyn Restored,expansion
215969,Fervent Cathar [Foil],common,[],Avacyn Restored,expansion
215970,Archers of Qarsi,common,[],Fate Reforged,expansion
215971,Archers of Qarsi [Foil],common,[],Fate Reforged,expansion
215972,Trusty Packbeast,common,[],Commander Legends,draft_innovation
215973,Trusty Packbeast [Foil],common,[],Commander Legends,draft_innovation
215974,Briarhorn,uncommon,[],Duel Decks: Nissa vs. Ob Nixilis,duel_deck
215975,Staff of the Flame Magus,uncommon,[],Magic 2015,core
215976,Staff of the Flame Magus [Foil],uncommon,[],Magic 2015,core
215977,Sleight of Mind,rare,[],Foreign Black Border,core
215978,Gilded Lotus [Promo] [Foil],rare,[],Dominaria Promos,promo
215979,"Daxos, Blessed by the Sun",uncommon,[],Theros Beyond Death,expansion
215980,"Daxos, Blessed by the Sun [Foil]",uncommon,[],Theros Beyond Death,expansion
215981,Nyxborn Courser,common,[],Theros Beyond Death,expansion
215982,Nyxborn Courser [Foil],common,[],Theros Beyond Death,expansion
215984,Convalescence,rare,[],Exodus,expansion
215985,Drowner of Hope,rare,[],Battle for Zendikar,expansion
215986,Drowner of Hope [Foil],rare,[],Battle for Zendikar,expansion
215987,Bird Illusion,common,[],Commander 2020 Tokens,token
215988,Kjeldoran Escort,common,[],Alliances,expansion
215989,Rakalite,uncommon,[],Antiquities,expansion
215990,"Lazav, the Multifarious",mythic,[],The List,masters
215991,Darksteel Relic,uncommon,[],New Phyrexia,expansion
215992,Darksteel Relic [Foil],uncommon,[],New Phyrexia,expansion
215993,Plains,common,[],Duel Decks: Heroes vs. Monsters,duel_deck
215994,"Tomik, Distinguished Advokist [Promo]",rare,[],War of the Spark Promos,promo
215995,"Tomik, Distinguished Advokist [Promo] [Foil]",rare,[],War of the Spark Promos,promo
215996,Swell of Courage,uncommon,[],Duel Decks: Elspeth vs. Tezzeret,duel_deck
215997,Torn Between Heads,common,[],Face the Hydra,token
215998,Grave Pact,rare,[],Commander 2011,commander
215999,Rootgrapple,common,[],Lorwyn,expansion
216000,Rootgrapple [Foil],common,[],Lorwyn,expansion
216001,Underworld Fires,uncommon,[],Theros Beyond Death,expansion
216002,Underworld Fires [Foil],uncommon,[],Theros Beyond Death,expansion
216003,Hound of Griselbrand,rare,[],Avacyn Restored,expansion
216004,Hound of Griselbrand [Foil],rare,[],Avacyn Restored,expansion
216005,"Vito, Thorn of the Dusk Rose",rare,[],Core Set 2021,core
216006,"Vito, Thorn of the Dusk Rose [Foil]",rare,[],Core Set 2021,core
216007,Flamekin Village,rare,[],Commander Anthology Volume II,commander
216008,Five Kids in a Trenchcoat,rare,[],Mystery Booster Playtest Cards 2019,funny
216009,Whirler Rogue,uncommon,[],Magic Origins,core
216010,Whirler Rogue [Foil],uncommon,[],Magic Origins,core
216011,Restore Balance,mythic,[],Time Spiral Remastered,masters
216012,Restore Balance [Foil],mythic,[],Time Spiral Remastered,masters
216013,Mana Short,rare,[],Revised Edition,core
216014,Bounding Krasis,uncommon,[],Mystery Booster,masters
216015,Stupor,uncommon,[],Mirage,expansion
216016,Aesthetic Consultation [Foil],rare,[],Unhinged,funny
216017,Tranquil Cove,common,[],Core Set 2021,core
216018,Tranquil Cove [Foil],common,[],Core Set 2021,core
216019,Carrion Howler,uncommon,[],Ravnica: City of Guilds,expansion
216020,Carrion Howler [Foil],uncommon,[],Ravnica: City of Guilds,expansion
216021,Thirst for Knowledge,uncommon,[],Mirrodin,expansion
216022,Thirst for Knowledge [Foil],uncommon,[],Mirrodin,expansion
216023,Temporal Adept,rare,[],Ninth Edition,core
216024,Temporal Adept [Foil],rare,[],Ninth Edition,core
216025,Insect,common,[],Time Spiral Remastered Tokens,token
216026,Insect [Foil],common,[],Time Spiral Remastered Tokens,token
216027,Blinkmoth Urn,rare,[],Mirrodin,expansion
216028,Blinkmoth Urn [Foil],rare,[],Mirrodin,expansion
216029,Forked-Branch Garami,uncommon,[],Betrayers of Kamigawa,expansion
216030,Forked-Branch Garami [Foil],uncommon,[],Betrayers of Kamigawa,expansion
216031,Omen Machine,rare,[],New Phyrexia,expansion
216032,Omen Machine [Foil],rare,[],New Phyrexia,expansion
216033,Halimar Wavewatch,common,[],Rise of the Eldrazi,expansion
216034,Halimar Wavewatch [Foil],common,[],Rise of the Eldrazi,expansion
216035,Healing Salve,common,[],Duel Decks Anthology: Divine vs. Demonic,duel_deck
216036,"Yorion, Sky Nomad [Promo] [Foil]",rare,[],Ikoria: Lair of Behemoths Promos,promo
216037,Blind Fury,uncommon,[],Mirage,expansion
216038,Ainok Tracker,common,[],Khans of Tarkir,expansion
216039,Ainok Tracker [Foil],common,[],Khans of Tarkir,expansion
216040,Borderland Marauder,common,[],Eternal Masters,masters
216041,Borderland Marauder [Foil],common,[],Eternal Masters,masters
216042,Gruesome Scourger,uncommon,[],Core Set 2020,core
216043,Gruesome Scourger [Foil],uncommon,[],Core Set 2020,core
216044,Dragonlord's Servant,uncommon,[],Dragons of Tarkir,expansion
216045,Dragonlord's Servant [Foil],uncommon,[],Dragons of Tarkir,expansion
216046,Clock of Omens,uncommon,[],Fifth Dawn,expansion
216047,Clock of Omens [Foil],uncommon,[],Fifth Dawn,expansion
216048,Plasm Capture,rare,[],Dragon's Maze,expansion
216049,Plasm Capture [Foil],rare,[],Dragon's Maze,expansion
216050,Avacynian Missionaries // Lunarch Inquisitors,uncommon,[],Shadows over Innistrad,expansion
216051,Avacynian Missionaries // Lunarch Inquisitors [Foil],uncommon,[],Shadows over Innistrad,expansion
216052,Dead Man's Chest [Promo] [Foil],rare,[],Rivals of Ixalan Promos,promo
216053,Steal Artifact,uncommon,[],Fourth Edition Foreign Black Border,core
216054,Deflection,rare,[],Ice Age,expansion
216055,Magus of the Abyss,rare,[],Future Sight,expansion
216056,Magus of the Abyss [Foil],rare,[],Future Sight,expansion
216057,Crypt Sliver,common,[],Salvat 2005,box
216058,Hero of Precinct One [Promo],rare,[],Ravnica Allegiance Promos,promo
216059,Hero of Precinct One [Promo] [Foil],rare,[],Ravnica Allegiance Promos,promo
216060,Baloth Null,uncommon,[],Masters 25,masters
216061,Baloth Null [Foil],uncommon,[],Masters 25,masters
216062,Faerie Spy [Foil],common,[],Unstable Tokens,token
216063,"Tetzimoc, Primal Death [Promo] [Foil]",rare,[],Rivals of Ixalan Promos,promo
216064,Maritime Guard,common,[],Magic Origins,core
216065,Maritime Guard [Foil],common,[],Magic Origins,core
216066,Rend Spirit,common,[],Champions of Kamigawa,expansion
216067,Rend Spirit [Foil],common,[],Champions of Kamigawa,expansion
216068,Ancestral Memories,rare,[],Seventh Edition,core
216069,Ancestral Memories [Foil],rare,[],Seventh Edition,core
216070,Instrument of the Bards [Extended Art],rare,[],Adventures in the Forgotten Realms,expansion
216071,Instrument of the Bards [Extended Art] [Foil],rare,[],Adventures in the Forgotten Realms,expansion
216072,Prophetic Bolt,rare,[],Duel Decks: Izzet vs. Golgari,duel_deck
216073,Crystal Quarry,rare,[],Odyssey,expansion
216074,Crystal Quarry [Foil],rare,[],Odyssey,expansion
216075,Forest,common,[],Archenemy,archenemy
216076,Benalish Cavalry,common,[],Time Spiral,expansion
216077,Benalish Cavalry [Foil],common,[],Time Spiral,expansion
216078,Ridgetop Raptor,uncommon,[],Legions,expansion
216079,Ridgetop Raptor [Foil],uncommon,[],Legions,expansion
216080,Scryb Sprites,common,[],Fourth Edition Foreign Black Border,core
216081,Dack Fayden,mythic,[],Eternal Masters,masters
216082,Dack Fayden [Foil],mythic,[],Eternal Masters,masters
216083,Blinkmoth Urn,rare,[],Commander 2016,commander
216084,Brimstone Volley,common,[],Conspiracy,draft_innovation
216085,Brimstone Volley [Foil],common,[],Conspiracy,draft_innovation
216086,Swamp,common,[],Mercadian Masques,expansion
216087,Swamp [Foil],common,[],Mercadian Masques,expansion
216088,Reave Soul,common,[],Iconic Masters,masters
216089,Reave Soul [Foil],common,[],Iconic Masters,masters
216090,Authority of the Consuls [Promo] [Foil],rare,[],Kaladesh Promos,promo
216091,Serpent Assassin,rare,[],Portal,starter
216092,Plains,common,[],Global Series Jiang Yanggu & Mu Yanling,duel_deck
216093,Uktabi Orangutan,uncommon,[],Visions,expansion
216094,Eternal Witness,uncommon,[],Commander 2011,commander
216095,Rip Apart [Promo],uncommon,[],Strixhaven: School of Mages,expansion
216096,Rip Apart [Promo] [Foil],uncommon,[],Strixhaven: School of Mages,expansion
216097,Merchant of Secrets,common,[],Commander 2017,commander
216098,Maverick Thopterist,uncommon,[],Duel Decks: Elves vs. Inventors,duel_deck
216099,Overwhelming Denial [Promo] [Foil],rare,[],Oath of the Gatewatch Promos,promo
216100,Homeward Path,rare,[],Commander 2013,commander
216101,Syndicate Messenger,common,[],Ravnica Allegiance,expansion
216102,Syndicate Messenger [Foil],common,[],Ravnica Allegiance,expansion
216103,Bathe in Dragonfire,common,[],Jumpstart,draft_innovation
216104,Mysterious Pathlighter,uncommon,[],Throne of Eldraine,expansion
216105,Mysterious Pathlighter [Foil],uncommon,[],Throne of Eldraine,expansion
216106,Kodama's Reach,common,[],Ultimate Masters,masters
216107,Kodama's Reach [Foil],common,[],Ultimate Masters,masters
216108,Warclamp Mastiff,common,[],Magic 2013,core
216109,Warclamp Mastiff [Foil],common,[],Magic 2013,core
216110,Patron of the Kitsune,rare,[],Betrayers of Kamigawa,expansion
216111,Patron of the Kitsune [Foil],rare,[],Betrayers of Kamigawa,expansion
216112,Viashino Sandscout,common,[],Tenth Edition,core
216113,Llanowar Wastes,rare,[],Commander 2021,commander
216114,Strategic Planning [Foil],uncommon,[],Strixhaven Mystical Archive,masterpiece
216115,Ancient Ziggurat [Foil],uncommon,[],Premium Deck Series: Slivers,premium_deck
216116,Breath of Darigaaz,uncommon,[],Archenemy,archenemy
216117,Flameblade Angel,rare,[],Shadows over Innistrad,expansion
216118,Flameblade Angel [Foil],rare,[],Shadows over Innistrad,expansion
216119,Skyhunter Skirmisher,uncommon,[],Salvat 2005,box
216120,Mahamoti Djinn,rare,[],Magic Origins,core
216121,Crowd Favorites,uncommon,[],Onslaught,expansion
216122,Crowd Favorites [Foil],uncommon,[],Onslaught,expansion
216123,Serra Avatar,mythic,[],Magic 2013,core
216124,Serra Avatar [Foil],mythic,[],Magic 2013,core
216125,Woolly Thoctar,uncommon,[],Salvat 2011,box
216126,Returned Centaur,common,[],Magic Origins,core
216127,Returned Centaur [Foil],common,[],Magic Origins,core
216128,Endbringer [Promo] [Foil],rare,[],Oath of the Gatewatch Promos,promo
216129,Goblin S.W.A.T. Team,common,[],Unsanctioned,funny
216130,"Fblthp, the Lost [Promo]",rare,[],War of the Spark Promos,promo
216131,"Fblthp, the Lost [Promo] [Foil]",rare,[],War of the Spark Promos,promo
216132,Reverse Damage,rare,[],Classic Sixth Edition,core
216133,Seething Song,common,[],Ninth Edition,core
216134,Seething Song [Foil],common,[],Ninth Edition,core
216135,Golgari Rot Farm,common,[],Ravnica: City of Guilds,expansion
216136,Golgari Rot Farm [Foil],common,[],Ravnica: City of Guilds,expansion
216137,Fiery Conclusion,uncommon,[],Magic Origins,core
216138,Fiery Conclusion [Foil],uncommon,[],Magic Origins,core
216139,Oketra's Monument,uncommon,[],Amonkhet,expansion
216140,Oketra's Monument [Foil],uncommon,[],Amonkhet,expansion
216141,Cavern of Souls,mythic,[],Modern Masters 2017,masters
216142,Cavern of Souls [Foil],mythic,[],Modern Masters 2017,masters
216143,Might of the Masses,common,[],Rise of the Eldrazi,expansion
216144,Might of the Masses [Foil],common,[],Rise of the Eldrazi,expansion
216145,Tribal Forcemage,rare,[],Legions,expansion
216146,Tribal Forcemage [Foil],rare,[],Legions,expansion
216147,Vigilante Justice,uncommon,[],Commander 2020,commander
216149,Muse Vessel,rare,[],Dissension,expansion
216150,Muse Vessel [Foil],rare,[],Dissension,expansion
216151,Star of Extinction,mythic,[],Mystery Booster,masters
216152,Orzhov Euthanist,common,[],Guildpact,expansion
216153,Orzhov Euthanist [Foil],common,[],Guildpact,expansion
216154,Wall of Brambles,uncommon,[],Summer Magic / Edgar,core
216155,Pestilence,uncommon,[],Battle Royale Box Set,box
216156,Malfegor [Promo] [Foil],rare,[],Conflux Promos,promo
216157,Tower Gargoyle,uncommon,[],Shards of Alara,expansion
216158,Tower Gargoyle [Foil],uncommon,[],Shards of Alara,expansion
216159,Nemesis of Reason,rare,[],Alara Reborn,expansion
216160,Nemesis of Reason [Foil],rare,[],Alara Reborn,expansion
216161,Aeromoeba // Aeromoeba,common,[],Modern Horizons 2 Art Series,memorabilia
216162,Aeromoeba // Aeromoeba [Foil],common,[],Modern Horizons 2 Art Series,memorabilia
216163,"Aurelia, the Warleader [Foil]",mythic,[],GRN Guild Kit,box
216164,Rite of Flame,rare,[],Signature Spellbook: Chandra,spellbook
216165,Rite of Flame [Foil],rare,[],Signature Spellbook: Chandra,spellbook
216166,Shriekmaw,uncommon,[],Commander 2020,commander
216167,Last Stand,rare,[],Planechase 2012,planechase
216168,Whip Silk,common,[],Invasion,expansion
216169,Whip Silk [Foil],common,[],Invasion,expansion
216170,"Search for Azcanta // Azcanta, the Sunken Ruin [Promo] [Foil]",rare,[],XLN Treasure Chest,promo
216171,"Umori, the Collector [Extended Art]",rare,[],Ikoria: Lair of Behemoths,expansion
216172,"Umori, the Collector [Extended Art] [Foil]",rare,[],Ikoria: Lair of Behemoths,expansion
216173,Whirlpool Warrior,rare,[],Planechase Anthology,planechase
216174,Pollenbright Wings,uncommon,[],Planechase 2012,planechase
216175,Restore the Peace,uncommon,[],Dragon's Maze,expansion
216176,Restore the Peace [Foil],uncommon,[],Dragon's Maze,expansion
216177,Enigmatic Incarnation [Extended Art],rare,[],Theros Beyond Death,expansion
216178,Enigmatic Incarnation [Extended Art] [Foil],rare,[],Theros Beyond Death,expansion
216179,Island [Full Art],common,[],Unstable,funny
216180,Island [Full Art] [Foil],common,[],Unstable,funny
216181,Mind Carver,uncommon,[],Zendikar Rising,expansion
216182,Mind Carver [Foil],uncommon,[],Zendikar Rising,expansion
216183,Nimble Trapfinder [Promo],rare,[],Zendikar Rising Promos,promo
216184,Nimble Trapfinder [Promo] [Foil],rare,[],Zendikar Rising Promos,promo
216185,"Sigrid, God-Favored [Promo] [Foil]",rare,[],Kaldheim Promos,promo
216186,Marit Lage,common,[],Ultimate Masters Tokens,token
216187,Scab-Clan Mauler,common,[],RNA Guild Kit,box
216188,Akki Underling,common,[],Saviors of Kamigawa,expansion
216189,Akki Underling [Foil],common,[],Saviors of Kamigawa,expansion
216190,Nekrataal,uncommon,[],Commander 2014,commander
216191,Rotted Hulk,common,[],Journey into Nyx,expansion
216192,Rotted Hulk [Foil],common,[],Journey into Nyx,expansion
216193,Wooded Foothills,mythic,[],Zendikar Rising Expeditions,masterpiece
216194,Wooded Foothills [Foil],mythic,[],Zendikar Rising Expeditions,masterpiece
216195,Returned Centaur,common,[],Theros,expansion
216196,Returned Centaur [Foil],common,[],Theros,expansion
216197,Akroma's Vengeance,rare,[],Commander 2018,commander
216198,Paralyze,common,[],Limited Edition Beta,core
216199,Prodigious Growth [Promo] [Foil],rare,[],Core Set 2019 Promos,promo
216200,Shifting Sky,uncommon,[],Planeshift,expansion
216201,Shifting Sky [Foil],uncommon,[],Planeshift,expansion
216202,Forerunner of the Legion,uncommon,[],Rivals of Ixalan,expansion
216203,Forerunner of the Legion [Foil],uncommon,[],Rivals of Ixalan,expansion
216204,Nim Abomination,uncommon,[],Darksteel,expansion
216205,Nim Abomination [Foil],uncommon,[],Darksteel,expansion
216206,Deploy to the Front,rare,[],Commander 2014,commander
216207,Aphetto Vulture,uncommon,[],Onslaught,expansion
216208,Aphetto Vulture [Foil],uncommon,[],Onslaught,expansion
216209,Thespian's Stage,rare,[],Ultimate Masters,masters
216210,Thespian's Stage [Foil],rare,[],Ultimate Masters,masters
216211,Millstone,uncommon,[],Antiquities,expansion
216212,Living Tsunami,uncommon,[],Zendikar,expansion
216213,Living Tsunami [Foil],uncommon,[],Zendikar,expansion
216214,Pia and Kiran Nalaar,rare,[],Duel Decks: Elves vs. Inventors,duel_deck
216215,Inner-Flame Igniter,common,[],Modern Masters 2015,masters
216216,Inner-Flame Igniter [Foil],common,[],Modern Masters 2015,masters
216217,Vow of Duty,uncommon,[],Commander Legends,draft_innovation
216218,Vow of Duty [Foil],uncommon,[],Commander Legends,draft_innovation
216219,Winding Constrictor,uncommon,[],Aether Revolt,expansion
216220,Winding Constrictor [Foil],uncommon,[],Aether Revolt,expansion
216221,Evolving Wilds,common,[],Duel Decks: Elspeth vs. Kiora,duel_deck
216222,Steel Overseer [Promo],rare,[],Core Set 2020 Promos,promo
216223,Steel Overseer [Promo] [Foil],rare,[],Core Set 2020 Promos,promo
216225,Departed Deckhand,uncommon,[],Core Set 2019,core
216226,Departed Deckhand [Foil],uncommon,[],Core Set 2019,core
216227,Windbrisk Heights,rare,[],Modern Event Deck 2014,box
216228,Mistform Shrieker,uncommon,[],Onslaught,expansion
216229,Mistform Shrieker [Foil],uncommon,[],Onslaught,expansion
216230,Shivan Meteor,uncommon,[],Planar Chaos,expansion
216231,Shivan Meteor [Foil],uncommon,[],Planar Chaos,expansion
216232,Gorehorn Minotaurs,common,[],Magic 2012,core
216233,Gorehorn Minotaurs [Foil],common,[],Magic 2012,core
216234,Omniscience,mythic,[],Magic 2013,core
216235,Omniscience [Foil],mythic,[],Magic 2013,core
216236,Smother [Promo] [Foil],rare,[],Friday Night Magic 2003,promo
216237,Soul of Zendikar,mythic,[],Commander 2019,commander
216238,Feral Animist,uncommon,[],Dragon's Maze,expansion
216239,Feral Animist [Foil],uncommon,[],Dragon's Maze,expansion
216240,Exile,rare,[],Alliances,expansion
216241,Scroll Thief,common,[],Duel Decks: Venser vs. Koth,duel_deck
216242,Circle of Protection: Green,common,[],Unlimited Edition,core
216243,Gatekeeper of Malakir [Promo] [Foil],rare,[],Friday Night Magic 2010,promo
216244,Clattering Skeletons [Showcase],common,[],Adventures in the Forgotten Realms,expansion
216245,Clattering Skeletons [Showcase] [Foil],common,[],Adventures in the Forgotten Realms,expansion
216246,Mountain,common,[],Duel Decks: Ajani vs. Nicol Bolas,duel_deck
216247,Simic Growth Chamber,uncommon,[],Commander 2018,commander
216248,Evernight Shade,uncommon,[],Avacyn Restored,expansion
216249,Evernight Shade [Foil],uncommon,[],Avacyn Restored,expansion
216250,Palladium Myr,uncommon,[],Mystery Booster,masters
216251,Mana Geyser,common,[],Commander 2021,commander
216252,Cremate,uncommon,[],Invasion,expansion
216253,Cremate [Foil],uncommon,[],Invasion,expansion
216254,Reduce to Dreams,rare,[],Betrayers of Kamigawa,expansion
216255,Reduce to Dreams [Foil],rare,[],Betrayers of Kamigawa,expansion
216256,Pitfall Trap,common,[],Modern Masters 2017,masters
216257,Pitfall Trap [Foil],common,[],Modern Masters 2017,masters
216258,"Ob Nixilis, Unshackled",rare,[],Magic 2015,core
216259,"Ob Nixilis, Unshackled [Foil]",rare,[],Magic 2015,core
216260,Mascot Exhibition [Extended Art],mythic,[],Strixhaven: School of Mages,expansion
216261,Mascot Exhibition [Extended Art] [Foil],mythic,[],Strixhaven: School of Mages,expansion
216262,"Pharika, God of Affliction [Full Art] [Foil]",mythic,[],Secret Lair Drop,box
216263,Regeneration,common,[],Fourth Edition Foreign Black Border,core
216264,Marsh Viper,common,[],The Dark,expansion
216265,Rakdos Signet,uncommon,[],RNA Guild Kit,box
216266,Waxmane Baku,common,[],Salvat 2005,box
216267,Unnerving Assault,uncommon,[],Eventide,expansion
216268,Unnerving Assault [Foil],uncommon,[],Eventide,expansion
216269,Gauntlet of Power,rare,[],Time Spiral,expansion
216270,Gauntlet of Power [Foil],rare,[],Time Spiral,expansion
216271,Plains,common,[],Zendikar,expansion
216272,Plains [Foil],common,[],Zendikar,expansion
216273,"Dromoka, the Eternal",rare,[],Fate Reforged,expansion
216274,"Dromoka, the Eternal [Foil]",rare,[],Fate Reforged,expansion
216275,Ninth Bridge Patrol,common,[],Kaladesh,expansion
216276,Ninth Bridge Patrol [Foil],common,[],Kaladesh,expansion
216277,Wirewood Elf,common,[],Onslaught,expansion
216278,Wirewood Elf [Foil],common,[],Onslaught,expansion
216279,Revelsong Horn,uncommon,[],Shadowmoor,expansion
216280,Revelsong Horn [Foil],uncommon,[],Shadowmoor,expansion
216281,Stranglehold,rare,[],Commander 2011,commander
216282,Plant,common,[],Battle for Zendikar Tokens,token
216283,"Haakon, Stromgald Scourge",rare,[],Coldsnap,expansion
216284,"Haakon, Stromgald Scourge [Foil]",rare,[],Coldsnap,expansion
216285,Maddening Cacophony,rare,[],Zendikar Rising,expansion
216286,Maddening Cacophony [Foil],rare,[],Zendikar Rising,expansion
216287,Pheres-Band Brawler,uncommon,[],Theros Beyond Death,expansion
216288,Pheres-Band Brawler [Foil],uncommon,[],Theros Beyond Death,expansion
216289,Arashin Cleric,common,[],Fate Reforged,expansion
216290,Arashin Cleric [Foil],common,[],Fate Reforged,expansion
216291,Mind Shatter,rare,[],Mystery Booster,masters
216292,Swerve,uncommon,[],Shards of Alara,expansion
216293,Swerve [Foil],uncommon,[],Shards of Alara,expansion
216294,Chaos Wand [Promo] [Foil],rare,[],Core Set 2019 Promos,promo
216296,Pious Wayfarer,common,[],Theros Beyond Death,expansion
216297,Pious Wayfarer [Foil],common,[],Theros Beyond Death,expansion
216298,Prototype Portal,rare,[],Scars of Mirrodin,expansion
216299,Prototype Portal [Foil],rare,[],Scars of Mirrodin,expansion
